Year,Month,Day,Hour,PM2_5(ug/m3),Ozone(ppbv),Temperature(K),Spec. humidity (g/kg),RH (%),U-wind (m/s),V-wind (m/s),Sur_Pressure (hPa)
2017,1,14,6,49.99,56.29,286.92,6.82,69.09,-8.15,-6.69,1004.75
2017,1,14,7,45.84,54.52,286.95,6.86,69.33,-8.23,-6.43,1004.74
2017,1,14,8,42.06,51.08,286.72,6.85,70.3,-8.14,-6.46,1005.18
2017,1,14,9,40.68,46.65,286.25,6.8,72.01,-7.87,-6.63,1005.49
2017,1,14,10,42.74,39.16,285.56,6.72,74.54,-7.27,-6.68,1005.96
2017,1,14,11,43.02,36.49,284.96,6.6,76.23,-7.09,-7.49,1006.34
2017,1,14,12,42.1,35.88,284.43,6.47,77.44,-6.67,-8.22,1006.72
2017,1,14,13,40.68,36.38,284.02,6.38,78.49,-6.15,-8.55,1007.01
2017,1,14,14,40.73,36.62,283.75,6.33,79.21,-5.85,-8.73,1007.19
2017,1,14,15,43.05,36.23,283.6,6.28,79.52,-5.73,-8.85,1007.51
2017,1,14,16,45.78,36.45,283.5,6.24,79.49,-5.64,-9,1007.81
2017,1,14,17,47.8,37,283.44,6.18,78.98,-5.55,-9.19,1008.12
2017,1,14,18,47.69,37.93,283.44,6.08,77.79,-5.48,-9.41,1008.42
2017,1,14,19,44.03,39.33,283.61,5.98,75.72,-5.51,-9.37,1008.74
2017,1,14,20,38.69,40.09,283.75,5.93,74.48,-5.36,-9.15,1009.28
2017,1,14,21,35.02,39.77,283.73,5.93,74.48,-5.06,-8.91,1009.73
2017,1,14,22,33.51,39.09,283.65,5.93,74.9,-4.77,-8.91,1010.2
2017,1,14,23,34.32,37.64,283.58,5.92,75.2,-4.74,-9.1,1010.62
2017,1,14,24,35.09,37.18,283.86,5.97,74.46,-5.1,-8.64,1011.06
2017,1,15,1,29.49,39.25,284.86,6.25,73.14,-4.64,-6.92,1013.62
2017,1,15,2,27.74,38.94,284.81,6.1,71.35,-5.29,-7.69,1010.55
2017,1,15,3,26.36,39.76,285.34,6.19,69.98,-5.52,-7.33,1010.33
2017,1,15,4,25.02,40.75,285.87,6.35,69.29,-5.69,-6.58,1009.13
2017,1,15,5,23.59,41.37,286.35,6.51,68.73,-5.63,-5.81,1008.69
2017,1,15,6,22.32,41.26,286.65,6.64,68.68,-5.53,-5.17,1008.18
2017,1,15,7,21.48,40.14,286.71,6.71,69.14,-5.54,-4.76,1008.02
2017,1,15,8,20.82,38.15,286.55,6.75,70.25,-5.55,-4.78,1008.18
2017,1,15,9,20.69,34.83,286.22,6.75,71.83,-5.55,-5.13,1008.4
2017,1,15,10,21.95,29.23,285.78,6.69,73.27,-5.27,-5.58,1008.75
2017,1,15,11,22.05,27.78,285.41,6.57,73.84,-5.08,-6.33,1009.03
2017,1,15,12,21.84,27.01,285.08,6.43,73.86,-4.88,-7,1009.24
2017,1,15,13,18.88,30.3,284.83,6.25,73.01,-4.68,-7.54,1009.34
2017,1,15,14,16.81,31.81,284.5,6.17,73.73,-4.23,-7.79,1009.2
2017,1,15,15,15.28,32.14,284.21,6.08,74.07,-3.91,-8.17,1009.1
2017,1,15,16,12.99,32.57,284.02,6.01,74.08,-3.99,-8.39,1009.04
2017,1,15,17,11.46,32.62,283.84,5.95,74.32,-4.01,-8.45,1009
2017,1,15,18,10.62,32.48,283.66,5.93,74.87,-3.86,-8.4,1008.98
2017,1,15,19,10.2,32.15,283.5,5.93,75.74,-3.67,-8.36,1008.95
2017,1,15,20,9.83,31.73,283.39,5.97,76.72,-3.47,-8.32,1009.1
2017,1,15,21,9.44,31.17,283.32,6.01,77.64,-3.24,-8.29,1009.22
2017,1,15,22,9.5,30.57,283.3,6.05,78.22,-3.04,-8.29,1009.34
2017,1,15,23,10.69,29.53,283.32,6.07,78.39,-2.92,-8.32,1009.45
2017,1,15,24,11.86,29.39,283.77,6.18,77.47,-2.95,-7.41,1009.52
2017,1,16,1,9.8,35.53,285.49,6.52,73.05,-3.89,-6.46,1011.69
2017,1,16,2,12.2,36.15,285.42,6.52,73.15,-4.61,-6.72,1008.47
2017,1,16,3,14.47,38.87,285.98,6.62,71.6,-4.79,-6.53,1008.52
2017,1,16,4,17.49,42.72,286.58,6.77,70.29,-5.31,-6.22,1007.62
2017,1,16,5,19.98,46.7,287.14,6.91,69.14,-5.88,-5.92,1007.01
2017,1,16,6,21.34,49.43,287.43,7.04,69.08,-6.42,-5.75,1006.48
2017,1,16,7,22.18,50.29,287.51,7.15,69.81,-6.82,-5.74,1006.29
2017,1,16,8,22.08,49.04,287.34,7.22,71.3,-7.02,-5.86,1006.91
2017,1,16,9,21.99,45.19,286.93,7.25,73.63,-6.88,-6.05,1007.54
2017,1,16,10,24.3,36.26,286.26,7.26,77.11,-6.37,-6.15,1008.28
2017,1,16,11,25.52,31.19,285.67,7.2,79.51,-6.24,-6.89,1008.95
2017,1,16,12,25.24,29.52,285.22,7.09,80.79,-6.03,-7.61,1009.58
2017,1,16,13,23.61,30.7,284.82,7,81.84,-5.58,-8.07,1009.9
2017,1,16,14,21.66,32.26,284.56,6.91,82.2,-5.09,-8.2,1009.68
2017,1,16,15,20.15,32.75,284.47,6.8,81.34,-4.77,-8.13,1009.54
2017,1,16,16,18.51,33.69,284.49,6.7,79.96,-4.56,-8,1009.36
2017,1,16,17,16.87,34.7,284.55,6.62,78.7,-4.43,-7.94,1009.23
2017,1,16,18,15.47,35.69,284.6,6.57,77.88,-4.37,-7.98,1009.11
2017,1,16,19,13.55,36.88,284.72,6.57,77.2,-4.29,-7.78,1009.09
2017,1,16,20,11.97,37.34,284.84,6.61,77.09,-4.22,-7.67,1009.27
2017,1,16,21,11.06,36.98,284.91,6.66,77.42,-4.08,-7.62,1009.48
2017,1,16,22,10.89,36.58,284.95,6.69,77.55,-3.99,-7.78,1009.7
2017,1,16,23,11.77,35.51,284.98,6.71,77.62,-3.99,-7.98,1009.89
2017,1,16,24,12.84,33.74,285.22,6.81,77.52,-3.94,-7.42,1010.04
2017,1,17,1,11.95,33.06,287.02,7.29,73.9,-2.15,-5.45,1012.54
2017,1,17,2,11.44,33.56,287.25,7.32,72.85,-3.68,-5.32,1009.13
2017,1,17,3,10.78,35.46,287.8,7.45,71.68,-4.34,-5.1,1010.08
2017,1,17,4,11.16,37.57,288.35,7.67,71.16,-4.67,-4.6,1009.23
2017,1,17,5,12.09,39.66,288.97,7.91,70.44,-4.8,-4,1008.9
2017,1,17,6,13.06,41,289.47,8.13,70.08,-4.96,-3.3,1008.42
2017,1,17,7,14.08,40.52,289.7,8.31,70.55,-5.18,-2.82,1008.22
2017,1,17,8,14.81,37.91,289.57,8.42,72.1,-5.41,-2.69,1008.07
2017,1,17,9,15.92,32.36,289.16,8.5,74.67,-5.58,-2.75,1008.15
2017,1,17,10,19.63,21.65,288.47,8.51,78.18,-5.72,-2.84,1008.36
2017,1,17,11,22.97,14.48,287.82,8.48,81.24,-5.69,-3.33,1008.54
2017,1,17,12,24.75,10.61,287.36,8.46,83.57,-5.4,-3.87,1008.7
2017,1,17,13,24.32,10.5,287.05,8.42,84.87,-5.01,-4.44,1008.82
2017,1,17,14,23.18,12.33,286.82,8.34,85.28,-4.53,-4.93,1008.82
2017,1,17,15,21.62,13.86,286.68,8.25,85.2,-4.07,-5.36,1008.84
2017,1,17,16,18.91,15.5,286.62,8.18,84.8,-3.68,-5.67,1008.86
2017,1,17,17,15.53,17.25,286.63,8.12,84.15,-3.47,-5.83,1008.87
2017,1,17,18,12.59,18.88,286.72,8.1,83.44,-3.43,-5.79,1008.88
2017,1,17,19,10.42,20.52,286.86,8.12,82.78,-3.52,-5.69,1008.87
2017,1,17,20,8.96,21.7,286.99,8.15,82.48,-3.83,-5.8,1009.2
2017,1,17,21,8.03,22.44,287.04,8.18,82.57,-4.23,-5.95,1009.49
2017,1,17,22,7.92,22.88,287.03,8.21,82.89,-4.65,-6.11,1009.8
2017,1,17,23,9.43,22.66,286.96,8.23,83.51,-5.12,-6.28,1010.1
2017,1,17,24,11.74,22.6,286.99,8.32,84.39,-4.86,-5.67,1010.37
2017,1,18,1,12.8,26.95,288.37,8.8,81.77,-4.31,-4.75,1012.82
2017,1,18,2,15.11,28.91,288.49,8.8,80.87,-5.3,-4.48,1009.61
2017,1,18,3,16.93,31.74,289,8.9,79.21,-5.5,-4.18,1009.76
2017,1,18,4,18.54,34.7,289.41,9.06,78.5,-5.48,-3.35,1008.58
2017,1,18,5,20.25,37.05,289.76,9.17,77.66,-5.27,-2.34,1008.26
2017,1,18,6,20.64,38.45,289.92,9.23,77.34,-4.94,-1.39,1007.54
2017,1,18,7,21.29,37.9,289.85,9.27,78.05,-4.68,-0.77,1007.36
2017,1,18,8,21.79,34.89,289.54,9.3,79.82,-4.52,-0.6,1007.51
2017,1,18,9,22.19,29.78,289.14,9.32,82,-4.35,-0.7,1007.7
2017,1,18,10,24.73,19.75,288.54,9.32,85.21,-4.34,-0.81,1007.99
2017,1,18,11,27.51,11.74,287.98,9.29,88.09,-4.3,-1.24,1008.25
2017,1,18,12,29.43,8.8,287.56,9.24,90.11,-4.09,-1.75,1008.48
2017,1,18,13,29.72,8.94,287.25,9.19,91.45,-3.78,-2.23,1008.62
2017,1,18,14,29.11,10.79,287,9.12,92.23,-3.65,-2.67,1008.48
2017,1,18,15,28.43,12.51,286.8,9.04,92.65,-3.68,-3.11,1008.39
2017,1,18,16,27.37,12.96,286.63,8.96,92.85,-3.69,-3.6,1008.28
2017,1,18,17,24.96,12.5,286.49,8.88,92.82,-3.58,-4.09,1008.2
2017,1,18,18,22.4,12,286.4,8.8,92.44,-3.31,-4.52,1008.11
2017,1,18,19,20.14,11.83,286.38,8.73,91.88,-3.11,-4.77,1007.89
2017,1,18,20,18.32,11.88,286.5,8.72,91.07,-3.01,-4.89,1007.99
2017,1,18,21,16.69,12.01,286.64,8.75,90.48,-3.01,-4.85,1008.03
2017,1,18,22,16.26,12.01,286.76,8.79,90.22,-3.12,-4.76,1008.06
2017,1,18,23,18.31,11.49,286.86,8.85,90.25,-3.3,-4.65,1008.09
2017,1,18,24,22.97,10.76,287.04,9,90.77,-2.88,-3.71,1008.09
2017,1,19,1,28.54,12.99,288.52,9.86,90.48,-1.63,-2.37,1010.11
2017,1,19,2,33.78,15,288.93,9.89,88.17,-2.46,-1.77,1007.3
2017,1,19,3,37.58,19.28,289.49,9.94,85.47,-3,-1.48,1007.23
2017,1,19,4,40.43,24.75,289.84,9.97,83.83,-3.19,-1.23,1006.56
2017,1,19,5,43.27,29.58,289.93,9.98,83.42,-3.3,-0.86,1006.18
2017,1,19,6,45.44,32.53,289.92,10,83.59,-3.27,-0.33,1005.62
2017,1,19,7,47.07,32.55,289.78,9.99,84.27,-3.23,-0.01,1005.55
2017,1,19,8,47.07,30.13,289.54,9.95,85.21,-3.5,-0.16,1005.73
2017,1,19,9,45.88,25.17,289.15,9.88,86.64,-4.1,-0.54,1005.86
2017,1,19,10,45.17,16.84,288.6,9.75,88.61,-4.72,-1.07,1006.14
2017,1,19,11,43.93,12.48,288.15,9.61,90,-5.12,-1.9,1006.49
2017,1,19,12,42.13,11.8,287.8,9.49,90.84,-5.39,-2.72,1006.72
2017,1,19,13,37.7,14.17,287.5,9.4,91.83,-5.57,-3.49,1006.92
2017,1,19,14,32.19,18.79,287.2,9.28,92.52,-5.63,-4.09,1007.02
2017,1,19,15,27.79,21.48,286.95,9.12,92.44,-5.58,-4.63,1007.33
2017,1,19,16,25.31,22.29,286.79,8.95,91.64,-5.36,-4.96,1007.63
2017,1,19,17,24.81,22.05,286.72,8.77,90.24,-5.14,-5.25,1007.9
2017,1,19,18,25.17,21.56,286.69,8.59,88.59,-4.98,-5.44,1008.13
2017,1,19,19,25.68,21.09,286.63,8.44,87.4,-4.86,-5.61,1008.31
2017,1,19,20,26.27,20.37,286.57,8.33,86.66,-4.76,-5.79,1008.75
2017,1,19,21,27.21,19.75,286.5,8.22,85.79,-4.86,-6.06,1009.05
2017,1,19,22,28.9,18.92,286.36,8.08,85.2,-4.98,-6.25,1009.36
2017,1,19,23,32,17.67,286.16,7.95,84.99,-5.12,-6.49,1009.66
2017,1,19,24,35.46,18.08,286.08,7.87,84.5,-5.29,-6.77,1009.9
2017,1,20,1,39.15,18.59,286.91,8.26,84.33,-4.47,-5.6,1011.92
2017,1,20,2,40.92,23.09,286.81,7.98,81.8,-5.71,-5.65,1009.23
2017,1,20,3,43.79,28.98,286.75,7.81,80.35,-6.62,-5.55,1009.59
2017,1,20,4,48.29,36.47,286.63,7.7,79.89,-7.34,-5.33,1009.24
2017,1,20,5,53.39,44.29,286.45,7.56,79.27,-7.83,-5.3,1009.15
2017,1,20,6,56.43,50.93,286.24,7.37,78.41,-8.13,-5.35,1008.98
2017,1,20,7,60.86,55.31,285.97,7.23,78.26,-8.38,-5.45,1008.98
2017,1,20,8,64.52,56.21,285.66,7.1,78.56,-8.58,-5.72,1009.46
2017,1,20,9,63.04,53.44,285.31,6.97,78.88,-8.54,-6.1,1009.83
2017,1,20,10,57.34,47.83,284.96,6.82,79.11,-8.5,-6.51,1010.27
2017,1,20,11,51.54,45.64,284.65,6.73,79.7,-8.57,-6.98,1010.72
2017,1,20,12,49.05,44.98,284.39,6.62,79.85,-8.53,-7.41,1011.11
2017,1,20,13,47.69,46.81,284.17,6.52,79.79,-8.51,-7.71,1011.38
2017,1,20,14,47.03,48.97,283.96,6.44,80.01,-8.32,-7.88,1011.34
2017,1,20,15,46.09,47.92,283.73,6.38,80.42,-7.97,-7.84,1011.38
2017,1,20,16,42.7,44.18,283.5,6.33,81.07,-7.78,-7.96,1011.41
2017,1,20,17,37.07,40.76,283.26,6.24,81.19,-7.64,-8.13,1011.51
2017,1,20,18,32.11,38.23,283.03,6.17,81.5,-7.35,-8.11,1011.59
2017,1,20,19,28.85,36.27,282.84,6.09,81.43,-7.25,-8.09,1011.75
2017,1,20,20,26.32,34.94,282.68,5.98,80.83,-7.16,-8.09,1012.16
2017,1,20,21,24.96,33.64,282.46,5.85,80.43,-6.82,-8.17,1012.58
2017,1,20,22,25.55,32.11,282.24,5.75,80.24,-6.46,-8.25,1012.97
2017,1,20,23,27.47,29.8,282.04,5.68,80.34,-6.01,-8.21,1013.35
2017,1,20,24,29.75,28.76,281.92,5.62,80.07,-5.68,-8.15,1013.72
2017,1,21,1,27.82,31.47,283.43,5.01,64.67,-3.88,-6.29,1016.01
2017,1,21,2,30.57,35.23,283.55,4.94,63.06,-4.48,-5.85,1013.22
2017,1,21,3,34.38,42.45,284.23,5.05,61.61,-4.26,-5.04,1012.98
2017,1,21,4,39.35,50.92,285.1,5.26,60.57,-4.13,-4.16,1012.08
2017,1,21,5,45.01,58.34,285.93,5.48,59.7,-4.13,-3.37,1011.6
2017,1,21,6,48.9,63.4,286.54,5.68,59.41,-4.48,-2.51,1010.85
2017,1,21,7,51.78,64.7,286.68,5.84,60.57,-5.22,-1.69,1010.48
2017,1,21,8,51.94,61.75,286.28,5.98,63.57,-5.98,-1.36,1010.69
2017,1,21,9,50.19,53.25,285.62,6.07,67.4,-6.09,-1.48,1011.01
2017,1,21,10,49,41.62,285.01,6.1,70.48,-6.05,-2.26,1011.46
2017,1,21,11,47.58,35.24,284.57,6.12,72.81,-5.81,-3.29,1011.91
2017,1,21,12,45.94,32.1,284.25,6.16,75,-5.47,-4.14,1012.18
2017,1,21,13,43.1,32.26,283.99,6.2,76.73,-5.1,-4.96,1012.38
2017,1,21,14,39.96,33.61,283.8,6.19,77.6,-4.69,-5.65,1012.43
2017,1,21,15,38.6,32.89,283.63,6.15,77.93,-4.27,-6.11,1012.53
2017,1,21,16,38.08,31.7,283.5,6.08,77.7,-3.94,-6.43,1012.69
2017,1,21,17,37.42,30.88,283.4,5.98,77.01,-3.74,-6.68,1012.87
2017,1,21,18,36.67,30.64,283.31,5.88,76.18,-3.65,-6.89,1013.05
2017,1,21,19,36.07,30.58,283.22,5.78,75.32,-3.65,-7.03,1013.29
2017,1,21,20,35.89,30.28,283.16,5.68,74.36,-3.66,-7.2,1013.78
2017,1,21,21,36.21,29.8,283.13,5.58,73.27,-3.55,-7.43,1014.22
2017,1,21,22,37.08,29.26,283.1,5.49,72.27,-3.34,-7.64,1014.58
2017,1,21,23,38.47,28.81,283.08,5.4,71.17,-3.09,-7.87,1014.94
2017,1,21,24,39.52,30.8,283.18,5.33,69.76,-2.92,-7.65,1015.28
2017,1,22,1,38.84,38.7,284.51,5.41,64.9,-2.5,-6.27,1016.88
2017,1,22,2,38.28,43.86,285.18,5.25,60.14,-3.14,-6.56,1013.99
2017,1,22,3,36.1,49.44,286.07,5.26,56.79,-4.19,-6.01,1013.6
2017,1,22,4,34.71,54.39,286.88,5.38,55.08,-5.19,-5.75,1012.62
2017,1,22,5,34.86,58.46,287.57,5.57,54.48,-6.01,-5.4,1012
2017,1,22,6,36.33,61.53,288.03,5.76,54.71,-6.97,-5.05,1011.22
2017,1,22,7,38.09,62.79,288.07,5.92,56.08,-7.91,-4.87,1010.9
2017,1,22,8,38.4,61.04,287.62,6.03,58.76,-8.62,-5,1011.16
2017,1,22,9,36.86,54.66,286.78,6.05,62.26,-8.74,-5.24,1011.55
2017,1,22,10,35.67,44.66,285.74,5.98,65.92,-8.61,-5.76,1011.99
2017,1,22,11,34.43,40.69,284.99,5.94,68.89,-8.52,-6.69,1012.31
2017,1,22,12,34.1,39.47,284.42,5.93,71.41,-8.26,-7.65,1012.56
2017,1,22,13,32.87,41.67,283.92,5.91,73.54,-7.65,-8.35,1012.76
2017,1,22,14,31.86,43.73,283.51,5.9,75.53,-7.03,-8.73,1012.9
2017,1,22,15,31.44,44.41,283.17,5.86,76.68,-6.55,-9,1013.09
2017,1,22,16,31.51,45.28,282.89,5.78,77.04,-6.12,-9.22,1013.27
2017,1,22,17,32.43,45.72,282.64,5.68,77.07,-5.72,-9.42,1013.49
2017,1,22,18,33.53,45.69,282.39,5.56,76.66,-5.26,-9.58,1013.68
2017,1,22,19,34.07,45.22,282.19,5.42,75.83,-4.9,-9.7,1013.82
2017,1,22,20,34.37,44.51,282.05,5.3,74.82,-4.61,-9.82,1013.92
2017,1,22,21,34.16,43.57,281.96,5.19,73.71,-4.34,-9.87,1013.92
2017,1,22,22,34.23,42.37,281.91,5.1,72.71,-4.16,-9.86,1013.91
2017,1,22,23,35.89,40.67,281.89,5.03,71.74,-4.02,-9.86,1013.89
2017,1,22,24,38.97,40.64,282.12,4.99,70.07,-4.49,-9.78,1013.87
2017,1,23,1,40.59,41.48,283.64,4.73,60.18,-4.71,-8.34,1016.51
2017,1,23,2,42.2,43.86,283.62,4.83,61.28,-6.13,-8.88,1012.92
2017,1,23,3,46.12,47.93,284.49,5.14,61.57,-6.9,-8.19,1013.69
2017,1,23,4,49.87,53.33,285.33,5.39,61.06,-7.67,-7.56,1012.8
2017,1,23,5,53.53,58.27,285.97,5.64,61.19,-8.41,-7,1012.59
2017,1,23,6,56.46,62.04,286.25,5.83,62.13,-9.22,-6.5,1012.13
2017,1,23,7,61,64.13,286.13,5.99,64.35,-9.91,-6.17,1012.03
2017,1,23,8,61.68,62.46,285.78,6.1,66.99,-10.07,-6.18,1012.29
2017,1,23,9,60.12,57.27,285.3,6.16,69.8,-9.61,-6.22,1012.5
2017,1,23,10,59.31,49.6,284.7,6.14,72.48,-8.94,-6.58,1012.81
2017,1,23,11,57.11,45.78,284.2,6.07,73.98,-8.49,-7.41,1013.06
2017,1,23,12,53.47,43.26,283.72,5.97,75.17,-7.95,-8.01,1013.23
2017,1,23,13,48.02,42.68,283.31,5.89,76.21,-7.52,-8.34,1013.13
2017,1,23,14,41.24,42.56,282.99,5.79,76.52,-7.1,-8.53,1012.83
2017,1,23,15,35.64,41.33,282.72,5.69,76.52,-6.72,-8.76,1012.74
2017,1,23,16,30.93,40.36,282.47,5.58,76.26,-6.4,-8.99,1012.6
2017,1,23,17,27.11,39.82,282.22,5.46,75.93,-6.19,-9.23,1012.51
2017,1,23,18,24.34,39.8,281.97,5.33,75.41,-5.98,-9.51,1012.4
2017,1,23,19,22.39,40.13,281.79,5.19,74.27,-5.83,-9.73,1012.48
2017,1,23,20,20.63,40.37,281.7,5.04,72.68,-5.76,-9.82,1012.89
2017,1,23,21,19.07,40.36,281.62,4.91,71.16,-5.49,-9.79,1013.15
2017,1,23,22,18.12,40.01,281.58,4.82,70.01,-5.22,-9.74,1013.39
2017,1,23,23,18.4,39.07,281.6,4.76,69.01,-5,-9.68,1013.59
2017,1,23,24,18.47,38.71,282.11,4.82,67.65,-4.98,-8.94,1013.8
2017,1,24,1,17.53,39.14,283.79,4.83,60.65,-3.35,-6.92,1015.53
2017,1,24,2,17.53,40.78,284.17,5.12,62.66,-5.34,-7.13,1013.25
2017,1,24,3,17.59,43.3,284.91,5.53,64.54,-6.47,-7.17,1013.9
2017,1,24,4,17.88,45.98,285.65,5.88,65.25,-7.38,-6.52,1012.65
2017,1,24,5,18.13,48.17,286.31,6.15,65.38,-8.11,-5.93,1012.68
2017,1,24,6,17.57,48.88,286.7,6.37,65.97,-8.77,-5.37,1012.23
2017,1,24,7,17.22,47.96,286.76,6.56,67.66,-9.47,-5.05,1012.22
2017,1,24,8,15.86,45.13,286.45,6.67,70.17,-9.84,-5.34,1012.78
2017,1,24,9,14.42,40.95,285.93,6.68,72.83,-9.7,-6.02,1013.34
2017,1,24,10,14.88,33.87,285.22,6.66,76.11,-8.79,-6.48,1014.02
2017,1,24,11,15.15,31.02,284.65,6.6,78.38,-8.42,-7.61,1014.56
2017,1,24,12,14.6,30.2,284.16,6.49,79.71,-7.8,-8.7,1015.1
2017,1,24,13,12.44,31.72,283.74,6.36,80.31,-6.98,-9.2,1015.18
2017,1,24,14,10.24,33.22,283.47,6.27,80.55,-6.33,-9.31,1014.81
2017,1,24,15,8.47,33.96,283.29,6.18,80.34,-5.87,-9.3,1014.46
2017,1,24,16,7.19,34.49,283.17,6.09,79.77,-5.46,-9.16,1014.18
2017,1,24,17,6.43,34.71,283.09,6.01,79.07,-5.06,-9.05,1013.97
2017,1,24,18,6.06,34.86,283.02,5.93,78.39,-4.69,-8.95,1013.77
2017,1,24,19,5.93,35.16,283.02,5.87,77.65,-4.34,-8.77,1013.75
2017,1,24,20,6.01,35.44,283.1,5.85,76.96,-4.13,-8.59,1013.96
2017,1,24,21,6.22,35.8,283.21,5.84,76.3,-3.9,-8.37,1014.16
2017,1,24,22,6.78,36.13,283.35,5.84,75.57,-3.65,-8.14,1014.35
2017,1,24,23,8.25,35.65,283.51,5.84,74.78,-3.48,-7.92,1014.51
2017,1,24,24,10.09,34.81,283.86,5.91,73.91,-2.95,-6.86,1014.66
2017,1,25,1,10.31,37.25,285.41,6.13,69.32,-2.14,-5.58,1016.52
2017,1,25,2,11.38,38.57,285.79,6.21,68.39,-3.79,-5.15,1014.05
2017,1,25,3,12.6,40.96,286.51,6.44,67.66,-4.48,-4.91,1014.27
2017,1,25,4,14.78,44.21,287.21,6.7,67.19,-4.98,-4.52,1013.42
2017,1,25,5,17.34,47.12,287.83,6.96,67.05,-5.35,-3.96,1013.19
2017,1,25,6,18.86,48.62,288.27,7.2,67.42,-5.65,-3.5,1012.75
2017,1,25,7,19.33,48.28,288.48,7.4,68.32,-6.06,-3.27,1012.47
2017,1,25,8,18.78,45.75,288.32,7.51,70.08,-6.63,-3.3,1012.31
2017,1,25,9,18.36,40.28,287.76,7.57,73.12,-7.26,-3.61,1012.36
2017,1,25,10,19.47,30.68,286.9,7.55,77.14,-7.29,-4.08,1012.6
2017,1,25,11,19.89,26.42,286.14,7.46,80.1,-7.24,-5.01,1012.72
2017,1,25,12,20.23,24.74,285.61,7.39,82.29,-7,-5.89,1012.7
2017,1,25,13,19.61,26.07,285.13,7.28,83.62,-6.7,-6.62,1012.72
2017,1,25,14,18.54,28.12,284.73,7.15,84.39,-6.29,-7.06,1012.72
2017,1,25,15,17.98,28.48,284.43,7.05,84.92,-5.86,-7.32,1012.67
2017,1,25,16,17.36,28.47,284.17,6.97,85.4,-5.46,-7.5,1012.67
2017,1,25,17,16.65,28.26,283.94,6.89,85.7,-5.13,-7.66,1012.69
2017,1,25,18,15.94,28.13,283.72,6.8,85.81,-4.84,-7.76,1012.71
2017,1,25,19,15.24,28.17,283.54,6.71,85.6,-4.65,-7.93,1012.79
2017,1,25,20,14.64,28.31,283.41,6.61,85.12,-4.36,-8.05,1013.02
2017,1,25,21,14.13,28.37,283.29,6.51,84.53,-4,-8.14,1013.16
2017,1,25,22,14.44,28.31,283.21,6.41,83.76,-3.49,-8.17,1013.27
2017,1,25,23,16.15,28.01,283.16,6.32,82.75,-2.93,-8.17,1013.38
2017,1,25,24,18.61,29.56,283.55,6.28,80.2,-2.72,-7.25,1013.49
2017,1,26,1,19.7,36.69,285.15,6.25,71.71,-2.64,-5.62,1013.83
2017,1,26,2,21.06,41.54,285.64,6,66.63,-4.13,-5.88,1011.8
2017,1,26,3,22,46.6,286.29,5.99,63.66,-5.19,-6.12,1012.03
2017,1,26,4,22.97,51.47,286.9,6.08,62.04,-5.63,-5.75,1011
2017,1,26,5,24.33,55.32,287.49,6.24,61.25,-5.94,-5.24,1010.34
2017,1,26,6,24.73,57.81,287.93,6.4,61.05,-6.36,-4.56,1009.61
2017,1,26,7,24.86,58.34,288.1,6.53,61.64,-6.73,-4.05,1009.38
2017,1,26,8,24.45,56.43,287.88,6.64,63.52,-6.95,-3.87,1009.42
2017,1,26,9,24.4,51.12,287.31,6.71,66.53,-7.13,-3.96,1009.51
2017,1,26,10,26.66,40.02,286.39,6.72,70.8,-7.01,-4.04,1009.74
2017,1,26,11,28.94,32.74,285.6,6.69,74.35,-6.88,-4.68,1010.09
2017,1,26,12,30.6,28.48,285.05,6.67,76.85,-6.58,-5.41,1010.21
2017,1,26,13,30.51,27.81,284.6,6.6,78.39,-6.1,-6.1,1010.2
2017,1,26,14,28.8,28.92,284.22,6.49,78.96,-5.35,-6.58,1010.04
2017,1,26,15,26.89,29.6,283.99,6.33,78.1,-4.58,-6.91,1010.16
2017,1,26,16,24.51,31.19,283.88,6.12,76.12,-4.08,-7.03,1010.22
2017,1,26,17,22.12,33.48,283.78,5.95,74.51,-3.73,-7.05,1010.31
2017,1,26,18,20.21,35.79,283.63,5.86,74.02,-3.3,-7.08,1010.39
2017,1,26,19,18.84,37.77,283.52,5.82,74.15,-2.77,-7.06,1010.47
2017,1,26,20,17.76,39.4,283.58,5.84,74.07,-2.19,-6.95,1010.86
2017,1,26,21,16.81,40.61,283.79,5.87,73.5,-1.63,-6.68,1011.04
2017,1,26,22,16.36,41.6,284.13,5.92,72.41,-1.1,-6.29,1011.17
2017,1,26,23,16.89,42.33,284.55,5.97,70.98,-0.53,-5.82,1011.31
2017,1,26,24,18.49,42.76,284.84,6.01,70.15,0.2,-5.05,1011.44
2017,1,27,1,18.44,42.58,286.4,6.28,66.29,1.22,-3.59,1014.39
2017,1,27,2,19.48,43.98,287.27,6.17,61.49,-0.49,-3.49,1010.37
2017,1,27,3,21.29,46.82,288.34,6.2,57.72,-2.02,-3.08,1010.43
2017,1,27,4,25.13,50.55,289.16,6.32,55.82,-2.98,-2.47,1009.46
2017,1,27,5,29.26,54.71,289.81,6.48,54.98,-3.73,-1.72,1008.88
2017,1,27,6,31.12,57.46,290.21,6.74,55.88,-4.41,-0.96,1008.25
2017,1,27,7,31.09,57.55,290.21,7.07,58.75,-5.04,-0.36,1007.96
2017,1,27,8,29.31,55.99,289.85,7.32,62.12,-5.5,-0.32,1008.08
2017,1,27,9,30.34,50.58,289.2,7.56,66.63,-5.8,-0.73,1008.1
2017,1,27,10,35.92,38.67,288.26,7.73,71.98,-6.04,-1.12,1008.31
